customer_id,customer_name,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_total_score,rfm_segment
MC-17575,Matt Collins,28,8,1303.89,4,4,2,10,Loyal Customers
PJ-18835,Patrick Jones,40,8,1220.09,4,4,2,10,Loyal Customers
JL-15130,Jack Lebron,9,6,1214.96,5,3,2,10,Needs Attention
CW-11905,Carl Weiss,23,6,1136.59,5,3,2,10,Needs Attention
JW-15955,Joni Wasserman,6,6,1049.24,5,3,2,10,Needs Attention
JH-15910,Jonathan Howell,42,7,959.48,4,4,2,10,Loyal Customers
TC-21535,Tracy Collins,5,7,742.56,5,4,1,10,Loyal Customers
TC-20980,Tamara Chand,400,5,19052.22,1,3,5,9,At Risk
GT-14635,Grant Thornton,57,3,9351.21,3,1,5,9,Needs Attention
RH-19510,Rick Huthwaite,468,6,6979.18,1,3,5,9,At Risk
VD-21670,Valerie Dominguez,582,6,6442.25,1,3,5,9,At Risk
AA-10315,Alex Avila,185,5,5563.56,2,2,5,9,Lost Customers
DW-13480,Dianna Wilson,218,5,5271.63,2,2,5,9,Lost Customers
SC-20230,Scot Coram,150,4,4371.96,2,2,5,9,Lost Customers
GH-14425,Gary Hwang,51,4,4172.85,4,1,4,9,Needs Attention
PW-19240,Pierre Wener,465,7,3922.42,1,4,4,9,At Risk
NP-18670,Nora Paige,59,5,3908.4,3,2,4,9,Needs Attention
OT-18730,Olvera Toch,66,5,3818.62,3,2,4,9,Needs Attention
JK-16090,Juliana Krohn,29,3,3747.67,4,1,4,9,Needs Attention
TB-21175,Thomas Boland,59,4,3589.3,3,2,4,9,Needs Attention
RF-19345,Randy Ferguson,391,8,3309.15,1,4,4,9,At Risk
RR-19525,Rick Reed,171,6,3302.26,2,3,4,9,At Risk
GM-14680,Greg Matthias,153,6,3163.63,2,3,4,9,At Risk
SG-20605,Speros Goranitis,109,5,3118.89,2,3,4,9,At Risk
EB-14110,Eugene Barchas,114,6,3071.13,2,3,4,9,At Risk
MG-18145,Mike Gockenbach,85,4,3061.54,3,2,4,9,Needs Attention
KT-16465,Kean Takahito,392,7,3057.1,1,4,4,9,At Risk
SS-20410,Shahid Shariari,111,6,3056.81,2,3,4,9,At Risk
CA-12775,Cynthia Arntzen,121,7,3041.57,2,3,4,9,At Risk
TH-21115,Thea Hudgings,59,4,2942.77,3,2,4,9,Needs Attention
ND-18460,Neil Ducich,184,6,2893.46,2,3,4,9,At Risk
ML-17410,Maris LaWare,55,5,2885.26,3,2,4,9,Needs Attention
PV-18985,Paul Van Hugh,90,5,2876.05,3,2,4,9,Needs Attention
LS-16945,Linda Southworth,179,6,2845.27,2,3,4,9,At Risk
SW-20455,Shaun Weien,163,6,2835.56,2,3,4,9,At Risk
PF-19165,Philip Fox,197,6,2770.0,2,3,4,9,At Risk
JE-16165,Justin Ellison,21,3,2697.25,5,1,3,9,Needs Attention
MC-17605,Matt Connell,113,8,2258.19,2,4,3,9,At Risk
JF-15190,Jamie Frazer,66,6,2239.61,3,3,3,9,Needs Attention
JR-16210,Justin Ritter,34,5,2201.69,4,2,3,9,Needs Attention
KN-16450,Kean Nguyen,53,5,2171.96,4,2,3,9,Needs Attention
NM-18520,Neoma Murray,245,10,2161.98,1,5,3,9,At Risk
MH-17455,Mark Hamilton,171,7,2146.69,2,4,3,9,At Risk
DN-13690,Duane Noonan,218,7,2139.79,2,4,3,9,At Risk
CD-11920,Carlos Daly,41,5,2033.97,4,2,3,9,Needs Attention
NF-18595,Nicole Fjeld,115,7,2031.47,2,4,3,9,At Risk
VB-21745,Victoria Brennan,55,6,2005.6,3,3,3,9,Needs Attention
CY-12745,Craig Yedwab,61,7,2004.08,3,3,3,9,Needs Attention
JO-15280,Jas O'Carroll,93,6,1934.27,3,3,3,9,Needs Attention
GD-14590,Giulietta Dortch,6,4,1888.07,5,1,3,9,Needs Attention
SG-20470,Sheri Gordon,184,8,1884.8,2,4,3,9,At Risk
SP-20650,Stephanie Phelps,387,9,1872.44,1,5,3,9,At Risk
NG-18355,Nat Gilpin,49,5,1869.58,4,2,3,9,Needs Attention
PR-18880,Patrick Ryan,37,5,1840.18,4,2,3,9,Needs Attention
JM-15265,Janet Molinari,38,5,1804.15,4,2,3,9,Needs Attention
LH-17155,Logan Haushalter,386,9,1739.69,1,5,3,9,At Risk
AH-10120,Adrian Hane,61,7,1735.51,3,3,3,9,Needs Attention
DK-12985,Darren Koutras,8,5,1687.04,5,2,2,9,Needs Attention
MO-17800,Meg O'Connel,105,8,1687.03,3,4,2,9,Loyal Customers
JL-15175,James Lanier,7,5,1571.52,5,2,2,9,Needs Attention
BN-11515,Bradley Nguyen,10,5,1459.34,5,2,2,9,Needs Attention
PB-19150,Philip Brown,98,8,1456.95,3,4,2,9,Loyal Customers
TT-21220,Thomas Thornton,184,8,1427.04,2,5,2,9,At Risk
SJ-20215,Sarah Jordon,30,6,1341.04,4,3,2,9,Needs Attention
BM-11785,Bryan Mills,219,10,1338.84,2,5,2,9,At Risk
DO-13435,Denny Ordway,134,9,1300.03,2,5,2,9,At Risk
PS-18970,Paul Stevenson,70,8,1278.64,3,4,2,9,Loyal Customers
GM-14500,Gene McClure,107,10,1255.68,2,5,2,9,At Risk
TC-21475,Tony Chapman,154,9,1244.98,2,5,2,9,At Risk
DC-13285,Debra Catini,24,5,1174.62,5,2,2,9,Needs Attention
AT-10435,Alyssa Tate,22,5,1166.07,5,2,2,9,Needs Attention
DV-13045,Darrin Van Huff,20,5,1119.48,5,2,2,9,Needs Attention
SW-20245,Scot Wooten,82,7,1085.08,3,4,2,9,Loyal Customers
TH-21235,Tiffany House,118,8,1022.2,2,5,2,9,At Risk
LS-17245,Lynn Smith,35,6,1008.14,4,3,2,9,Needs Attention
VF-21715,Vicky Freymann,14,5,847.94,5,3,1,9,Needs Attention
MG-17890,Michael Granlund,100,9,776.38,3,5,1,9,Loyal Customers
MM-18280,Muhammed MacIntyre,86,9,775.41,3,5,1,9,Loyal Customers
JB-16000,Joy Bell-,44,7,644.12,4,4,1,9,Loyal Customers
RB-19570,Rob Beeghly,26,5,528.55,5,3,1,9,Needs Attention
BS-11365,Bill Shonely,559,5,10501.65,1,2,5,8,Lost Customers
PF-19120,Peter Fuller,835,4,9062.86,1,2,5,8,Lost Customers
KD-16270,Karen Daniels,485,5,8282.36,1,2,5,8,Lost Customers
GM-14695,Greg Maxwell,118,3,6049.97,2,1,5,8,Lost Customers
MC-17425,Mark Cousins,400,5,4432.14,1,2,5,8,Lost Customers
JK-15205,Jamie Kunitz,62,4,4262.29,3,1,4,8,Needs Attention
BE-11335,Bill Eplett,120,5,4204.68,2,2,4,8,Lost Customers
KC-16540,Kelly Collister,98,4,3908.26,3,1,4,8,Needs Attention
GA-14515,George Ashbrook,150,5,3797.23,2,2,4,8,Lost Customers
TS-21655,Trudy Schmidt,239,5,3368.09,1,3,4,8,At Risk
SC-20020,Sam Craven,781,5,3362.96,1,3,4,8,At Risk
TG-21310,Toby Gnade,338,5,3058.37,1,3,4,8,At Risk
MP-17470,Mark Packer,719,6,2945.82,1,3,4,8,At Risk
CK-12325,Christine Kargatis,121,5,2945.32,2,2,4,8,Lost Customers
RD-19660,Robert Dilbeck,115,4,2745.89,2,2,4,8,Lost Customers
JL-15850,John Lucas,615,6,2725.26,1,3,4,8,At Risk
MD-17350,Maribeth Dona,118,6,2716.41,2,3,3,8,At Risk
BT-11530,Bradley Talbott,92,5,2684.49,3,2,3,8,Needs Attention
EJ-14155,Eva Jacobs,58,5,2656.69,3,2,3,8,Needs Attention
NH-18610,Nicole Hansen,190,6,2518.67,2,3,3,8,At Risk
CC-12145,Charles Crestani,107,7,2471.65,2,3,3,8,At Risk
MA-17995,Michelle Arnett,187,6,2453.28,2,3,3,8,At Risk
MG-17680,Maureen Gastineau,93,4,2350.19,3,2,3,8,Needs Attention
BE-11410,Bobby Elias,99,5,2261.44,3,2,3,8,Needs Attention
LW-16825,Laurel Workman,89,5,2238.06,3,2,3,8,Needs Attention
PS-18760,Pamela Stobb,108,6,2181.48,2,3,3,8,At Risk
LC-17050,Liz Carlisle,55,5,2095.06,3,2,3,8,Needs Attention
RB-19705,Roger Barcio,55,4,2067.45,3,2,3,8,Needs Attention
TS-21430,Tom Stivers,173,5,2054.14,2,3,3,8,At Risk
JF-15355,Jay Fein,106,6,1911.84,2,3,3,8,At Risk
SN-20560,Skye Norling,112,6,1860.42,2,3,3,8,At Risk
AJ-10945,Ashley Jarboe,122,6,1829.9,2,3,3,8,At Risk
BW-11200,Ben Wallace,204,6,1738.41,2,3,3,8,At Risk
TZ-21580,Tracy Zic,36,4,1707.29,4,2,2,8,Needs Attention
BP-11155,Becky Pak,90,6,1697.86,3,3,2,8,Needs Attention
RA-19945,Ryan Akin,62,5,1686.92,3,3,2,8,Needs Attention
CM-12115,Chad McGuire,9,4,1661.61,5,1,2,8,Needs Attention
EB-13975,Erica Bern,1,4,1643.26,5,1,2,8,Needs Attention
KB-16315,Karl Braun,297,9,1569.46,1,5,2,8,At Risk
ON-18715,Odella Nelson,411,9,1567.52,1,5,2,8,At Risk
BD-11620,Brian DeCherney,70,6,1538.11,3,3,2,8,Needs Attention
BD-11725,Bruce Degenhardt,94,6,1526.5,3,3,2,8,Needs Attention
CA-12310,Christine Abelman,14,4,1421.95,5,1,2,8,Needs Attention
AG-10495,Andrew Gjertsen,79,7,1419.25,3,3,2,8,Needs Attention
NG-18430,Nathan Gelder,49,5,1395.94,4,2,2,8,Needs Attention
DM-12955,Dario Medina,115,7,1322.03,2,4,2,8,At Risk
MD-17860,Michael Dominguez,37,5,1204.91,4,2,2,8,Needs Attention
EB-14170,Evan Bailliet,83,6,1186.33,3,3,2,8,Needs Attention
BP-11230,Benjamin Patterson,40,5,1181.49,4,2,2,8,Needs Attention
DW-13195,David Wiener,70,6,1080.75,3,3,2,8,Needs Attention
LS-17200,Luke Schmidt,97,6,1010.26,3,3,2,8,Needs Attention
BG-11740,Bruce Geld,58,6,1006.36,3,3,2,8,Needs Attention
RD-19930,Russell D'Ascenzo,43,4,970.94,4,2,2,8,Needs Attention
AB-10150,Aimee Bixby,42,5,966.71,4,2,2,8,Needs Attention
HR-14770,Hallie Redmond,14,4,940.59,5,1,2,8,Needs Attention
AB-10255,Alejandro Ballentine,167,9,914.53,2,5,1,8,At Risk
CG-12040,Catherine Glotzbach,50,6,904.47,4,3,1,8,Needs Attention
JF-15490,Jeremy Farry,122,10,890.95,2,5,1,8,At Risk
JM-15655,Jim Mitchum,9,5,864.95,5,2,1,8,Needs Attention
MS-17980,Michael Stewart,27,6,855.12,4,3,1,8,Needs Attention
SF-20065,Sandra Flanagan,60,7,763.55,3,4,1,8,Loyal Customers
AG-10330,Alex Grayson,9,5,660.97,5,2,1,8,Needs Attention
LO-17170,Lori Olson,3,5,644.35,5,2,1,8,Needs Attention
NK-18490,Neil Knudson,71,7,572.05,3,4,1,8,Loyal Customers
AP-10720,Anne Pryor,42,6,545.93,4,3,1,8,Needs Attention
KM-16660,Khloe Miller,16,5,453.54,5,2,1,8,Needs Attention
DL-12865,Dan Lawera,101,7,444.02,3,4,1,8,Loyal Customers
JM-15580,Jill Matthias,1,5,303.95,5,2,1,8,Needs Attention
DD-13570,Dorothy Dickinson,42,6,269.54,4,3,1,8,Needs Attention
AR-10510,Andrew Roberts,15,5,264.86,5,2,1,8,Needs Attention
PL-18925,Paul Lucas,16,5,239.48,5,2,1,8,Needs Attention
BM-11140,Becky Martin,308,4,11789.63,1,1,5,7,Lost Customers
JS-15880,John Stevenson,535,5,3868.02,1,2,4,7,Lost Customers
DH-13075,Dave Hallsten,278,5,3487.2,1,2,4,7,Lost Customers
LC-16960,Lindsay Castell,437,4,3246.63,1,2,4,7,Lost Customers
CV-12295,Christina VanderZanden,255,5,2830.63,1,2,4,7,Lost Customers
BO-11350,Bill Overfelt,138,5,2682.73,2,2,3,7,Lost Customers
EM-13810,Eleni McCrary,133,5,2567.01,2,2,3,7,Lost Customers
MZ-17515,Mary Zewe,283,6,2564.91,1,3,3,7,At Risk
AH-10465,Amy Hunt,231,5,2495.39,2,2,3,7,Lost Customers
NC-18340,Nat Carroll,225,5,2461.4,2,2,3,7,Lost Customers
TH-21100,Thea Hendricks,345,5,2422.82,1,3,3,7,At Risk
NR-18550,Nick Radford,211,5,2367.28,2,2,3,7,Lost Customers
AR-10405,Allen Rosenblatt,126,5,2236.13,2,2,3,7,Lost Customers
PF-19225,Phillip Flathmann,115,5,2206.13,2,2,3,7,Lost Customers
JL-15235,Janet Lee,120,5,2203.7,2,2,3,7,Lost Customers
TB-21280,Toby Braunhardt,584,6,2198.45,1,3,3,7,At Risk
BT-11395,Bill Tyler,303,6,2186.61,1,3,3,7,At Risk
TS-21160,Theresa Swint,505,6,2163.62,1,3,3,7,At Risk
JD-15790,John Dryer,118,5,2152.35,2,2,3,7,Lost Customers
CR-12580,Clay Rozendal,58,4,2148.85,3,1,3,7,Needs Attention
KC-16255,Karen Carlisle,408,6,2120.95,1,3,3,7,At Risk
TG-21640,Trudy Glocke,115,4,2074.66,2,2,3,7,Lost Customers
LR-17035,Lisa Ryan,133,5,1879.31,2,2,3,7,Lost Customers
NC-18625,Noah Childs,205,5,1821.74,2,2,3,7,Lost Customers
DS-13030,Darrin Sayre,94,4,1762.21,3,1,3,7,Needs Attention
PJ-19015,Pauline Johnson,135,6,1677.54,2,3,2,7,At Risk
CM-11815,Candace McMahon,132,6,1673.89,2,3,2,7,At Risk
AZ-10750,Annie Zypern,161,6,1622.02,2,3,2,7,At Risk
TB-21250,Tim Brockman,350,7,1602.38,1,4,2,7,At Risk
AB-10600,Ann Blume,51,4,1515.86,4,1,2,7,Needs Attention
JG-15805,John Grady,224,6,1507.02,2,3,2,7,At Risk
ZD-21925,Zuschuss Donatelli,203,5,1493.94,2,3,2,7,At Risk
NL-18310,Nancy Lomonaco,59,4,1418.09,3,2,2,7,Needs Attention
JE-15475,Jeremy Ellison,194,6,1388.68,2,3,2,7,At Risk
BF-11005,Barry Franz,40,4,1333.88,4,1,2,7,Needs Attention
EK-13795,Eileen Kiefer,45,4,1303.48,4,1,2,7,Needs Attention
CS-11845,Cari Sayre,92,5,1278.95,3,2,2,7,Needs Attention
SV-20815,Stuart Van,77,4,1271.09,3,2,2,7,Needs Attention
ME-18010,Michelle Ellison,93,4,1256.94,3,2,2,7,Needs Attention
SC-20680,Steve Carroll,127,6,1254.64,2,3,2,7,At Risk
CD-12280,Christina DeMoss,43,2,1205.58,4,1,2,7,Needs Attention
DW-13585,Dorothy Wardle,243,7,1204.85,1,4,2,7,At Risk
PO-19195,Phillina Ober,87,5,1056.86,3,2,2,7,Needs Attention
VP-21730,Victor Preis,31,3,993.9,4,1,2,7,Needs Attention
JS-15685,Jim Sink,43,3,990.2,4,1,2,7,Needs Attention
BP-11050,Barry Pond,84,5,983.42,3,2,2,7,Needs Attention
TS-21340,Toby Swindell,227,5,974.78,2,3,2,7,At Risk
SS-20875,Sung Shariari,121,5,964.64,2,3,2,7,At Risk
DP-13000,Darren Powers,127,8,897.52,2,4,1,7,At Risk
HZ-14950,Henia Zydlo,36,5,886.52,4,2,1,7,Needs Attention
SK-19990,Sally Knutson,9,3,883.41,5,1,1,7,Needs Attention
AS-10630,Ann Steele,93,7,833.4,3,3,1,7,Needs Attention
TB-21190,Thomas Brumley,50,4,816.17,4,2,1,7,Needs Attention
AM-10360,Alice McCarthy,29,5,814.01,4,2,1,7,Needs Attention
BM-11575,Brendan Murry,101,6,808.16,3,3,1,7,Needs Attention
DK-13150,David Kendrick,11,2,797.83,5,1,1,7,Needs Attention
LP-17080,Liz Pelletier,41,4,756.61,4,2,1,7,Needs Attention
HE-14800,Harold Engle,13,3,755.46,5,1,1,7,Needs Attention
PB-18805,Patrick Bzostek,26,3,740.36,5,1,1,7,Needs Attention
AH-10585,Angele Hood,22,4,738.5,5,1,1,7,Needs Attention
PA-19060,Pete Armstrong,104,6,729.41,3,3,1,7,Needs Attention
EH-13945,Eric Hoffmann,218,8,684.17,2,4,1,7,At Risk
BK-11260,Berenike Kampe,78,6,659.14,3,3,1,7,Needs Attention
AW-10840,Anthony Witt,21,4,649.38,5,1,1,7,Needs Attention
RR-19315,Ralph Ritter,20,2,615.93,5,1,1,7,Needs Attention
BF-10975,Barbara Fisher,92,7,599.8,3,3,1,7,Needs Attention
MZ-17335,Maria Zettner,31,4,593.61,4,2,1,7,Needs Attention
BD-11635,Brian Derr,10,3,582.65,5,1,1,7,Needs Attention
AY-10555,Andy Yotov,15,4,497.01,5,1,1,7,Needs Attention
EC-14050,Erin Creighton,54,5,461.91,4,2,1,7,Needs Attention
ST-20530,Shui Tom,126,7,433.34,2,4,1,7,At Risk
JH-15430,Jennifer Halladay,6,4,309.28,5,1,1,7,Needs Attention
SC-20800,Stuart Calhoun,31,4,279.26,4,2,1,7,Needs Attention
BF-11080,Bart Folk,26,3,272.95,5,1,1,7,Needs Attention
BN-11470,Brad Norvell,25,4,265.3,5,1,1,7,Needs Attention
GH-14665,Greg Hansen,3,2,146.94,5,1,1,7,Needs Attention
RS-19870,Roy Skaria,20,2,22.33,5,1,1,7,Needs Attention
CM-12715,Craig Molinari,1035,4,3984.45,1,1,4,6,Lost Customers
BS-11665,Brian Stugart,583,3,3288.11,1,1,4,6,Lost Customers
CC-12685,Craig Carroll,799,4,2854.12,1,1,4,6,Lost Customers
AG-10270,Alejandro Grove,279,5,2582.9,1,2,3,6,Lost Customers
BT-11305,Beth Thompson,337,5,2567.66,1,2,3,6,Lost Customers
DE-13255,Deanra Eno,719,5,2550.87,1,2,3,6,Lost Customers
GZ-14545,George Zrebassa,158,4,2454.62,2,1,3,6,Lost Customers
LL-16840,Lauren Leatherbury,250,5,2454.55,1,2,3,6,Lost Customers
CM-12235,Chris McAfee,386,5,2305.71,1,2,3,6,Lost Customers
FH-14350,Fred Harton,213,4,2271.28,2,1,3,6,Lost Customers
LD-17005,Lisa DeCherney,415,4,1961.93,1,2,3,6,Lost Customers
TP-21565,Tracy Poddar,351,4,1936.64,1,2,3,6,Lost Customers
CD-12790,Cynthia Delaney,400,5,1860.73,1,2,3,6,Lost Customers
DB-13405,Denny Blanton,188,4,1711.69,2,1,3,6,Lost Customers
MS-17710,Maurice Satty,414,6,1613.4,1,3,2,6,At Risk
CR-12730,Craig Reiter,79,4,1600.55,3,1,2,6,Needs Attention
AH-10195,Alan Haines,56,4,1587.45,3,1,2,6,Needs Attention
BF-11215,Benjamin Farhat,66,4,1585.16,3,1,2,6,Needs Attention
RM-19375,Raymond Messe,346,6,1453.47,1,3,2,6,At Risk
TB-21055,Ted Butterfield,120,4,1451.36,2,2,2,6,Lost Customers
CR-12820,Cyra Reiten,86,3,1397.87,3,1,2,6,Needs Attention
MT-18070,Michelle Tran,204,4,1319.45,2,2,2,6,Lost Customers
SJ-20500,Shirley Jackson,254,5,1318.78,1,3,2,6,At Risk
MM-17260,Magdelene Morse,169,4,1314.02,2,2,2,6,Lost Customers
SP-20545,Sibella Parks,328,6,1306.09,1,3,2,6,At Risk
MH-17620,Matt Hagelstein,156,4,1252.8,2,2,2,6,Lost Customers
MG-17875,Michael Grace,117,5,1242.83,2,2,2,6,Lost Customers
KC-16675,Kimberly Carter,58,4,1146.05,3,1,2,6,Needs Attention
JO-15550,Jesus Ocampo,216,5,1090.84,2,2,2,6,Lost Customers
VS-21820,Vivek Sundaresam,222,4,1055.98,2,2,2,6,Lost Customers
RB-19330,Randy Bradley,69,2,1008.2,3,1,2,6,Needs Attention
RC-19825,Roy Collins,370,6,966.41,1,3,2,6,At Risk
EB-13840,Ellis Ballard,91,4,964.45,3,1,2,6,Needs Attention
JF-15295,Jason Fortune-,226,5,955.12,2,2,2,6,Lost Customers
EB-13930,Eric Barreto,162,5,944.6,2,2,2,6,Lost Customers
EH-14185,Evan Henry,106,6,923.88,2,3,1,6,At Risk
MO-17500,Mary O'Rourke,73,4,922.49,3,2,1,6,Needs Attention
JC-16105,Julie Creighton,58,5,858.58,3,2,1,6,Needs Attention
VG-21790,Vivek Gonzalez,155,6,846.01,2,3,1,6,At Risk
TB-21355,Todd Boyes,147,5,834.33,2,3,1,6,At Risk
SC-20575,Sonia Cooley,93,4,799.8,3,2,1,6,Needs Attention
HG-14845,Harry Greene,55,5,785.63,3,2,1,6,Needs Attention
PB-19105,Peter Bühler,58,4,688.32,3,2,1,6,Needs Attention
TR-21325,Toby Ritter,194,5,675.94,2,3,1,6,At Risk
CS-12460,Chuck Sachs,28,2,550.64,4,1,1,6,Needs Attention
CS-11860,Cari Schnelling,163,6,537.63,2,3,1,6,At Risk
JH-15820,John Huston,175,6,528.91,2,3,1,6,At Risk
JD-16015,Joy Daniels,113,6,385.43,2,3,1,6,At Risk
VM-21835,Vivian Mathis,118,5,380.69,2,3,1,6,At Risk
DW-13540,Don Weiss,99,5,344.08,3,2,1,6,Needs Attention
LT-16765,Larry Tron,27,3,329.88,4,1,1,6,Needs Attention
EM-14065,Erin Mull,48,4,228.99,4,1,1,6,Needs Attention
GT-14755,Guy Thornton,35,4,226.44,4,1,1,6,Needs Attention
CC-12550,Clay Cheatham,28,3,113.83,4,1,1,6,Needs Attention
AS-10135,Adrian Shami,42,2,58.82,4,1,1,6,Needs Attention
LB-16735,Larry Blacks,49,3,50.19,4,1,1,6,Needs Attention
DB-12970,Darren Budd,242,4,2469.67,1,1,3,5,Lost Customers
DF-13135,David Flashing,700,3,2390.53,1,1,3,5,Lost Customers
JG-15115,Jack Garza,758,3,2358.68,1,1,3,5,Lost Customers
CL-12700,Craig Leslie,261,4,2335.59,1,1,3,5,Lost Customers
JH-16180,Justin Hirsh,405,4,2256.39,1,1,3,5,Lost Customers
EN-13780,Edward Nazzal,288,4,2199.37,1,1,3,5,Lost Customers
EJ-13720,Ed Jacobs,303,4,2162.17,1,1,3,5,Lost Customers
SH-20635,Stefanie Holloman,765,2,2096.39,1,1,3,5,Lost Customers
RH-19600,Rob Haberlin,535,3,2085.74,1,1,3,5,Lost Customers
DJ-13420,Denny Joy,638,4,2012.52,1,1,3,5,Lost Customers
AA-10480,Andrew Allen,260,4,1790.51,1,1,3,5,Lost Customers
VT-21700,Valerie Takahito,1000,2,1736.6,1,1,3,5,Lost Customers
MH-17290,Marc Harrigan,295,5,1691.51,1,2,2,5,Lost Customers
CC-12100,Chad Cunningham,458,5,1685.89,1,2,2,5,Lost Customers
CA-12055,Cathy Armstrong,402,5,1679.72,1,2,2,5,Lost Customers
MC-18130,Mike Caudle,370,5,1582.0,1,2,2,5,Lost Customers
BV-11245,Benjamin Venier,335,5,1523.27,1,2,2,5,Lost Customers
RK-19300,Ralph Kennedy,120,3,1460.19,2,1,2,5,Lost Customers
JS-15595,Jill Stevenson,120,4,1417.65,2,1,2,5,Lost Customers
SB-20170,Sarah Bern,202,3,1348.02,2,1,2,5,Lost Customers
LM-17065,Liz MacKendrick,392,5,1346.77,1,2,2,5,Lost Customers
Co-12640,Corey-Lock,550,5,1300.08,1,2,2,5,Lost Customers
CL-11890,Carl Ludwig,107,4,1262.01,2,1,2,5,Lost Customers
LW-17125,Liz Willingham,206,3,1259.04,2,1,2,5,Lost Customers
TB-21595,Troy Blackwell,286,4,1240.87,1,2,2,5,Lost Customers
NP-18685,Nora Pelletier,407,5,1164.73,1,2,2,5,Lost Customers
TM-21490,Tony Molinari,131,3,1094.68,2,1,2,5,Lost Customers
DB-13360,Dennis Bolton,265,5,1081.47,1,2,2,5,Lost Customers
JC-15385,Jenna Caffey,176,1,1058.11,2,1,2,5,Lost Customers
AR-10345,Alex Russell,112,4,1055.69,2,1,2,5,Lost Customers
EM-14095,Eudokia Martin,114,4,1041.04,2,1,2,5,Lost Customers
TC-21145,Theresa Coyne,107,1,1038.26,2,1,2,5,Lost Customers
MK-18160,Mike Kennedy,241,4,1031.6,1,2,2,5,Lost Customers
SW-20350,Sean Wendt,163,3,1019.04,2,1,2,5,Lost Customers
RP-19270,Rachel Payne,497,4,954.65,1,2,2,5,Lost Customers
MF-17665,Maureen Fritzler,422,5,937.04,1,2,2,5,Lost Customers
EM-13960,Eric Murdock,152,5,933.7,2,2,1,5,Lost Customers
JR-15700,Jocasta Rupert,69,1,863.88,3,1,1,5,Needs Attention
EH-13990,Erica Hackney,406,6,825.95,1,3,1,5,At Risk
MC-17635,Matthew Clasen,190,4,795.15,2,2,1,5,Lost Customers
BF-11275,Beth Fritzler,58,3,791.99,3,1,1,5,Needs Attention
Dl-13600,Dorris liebe,120,5,755.6,2,2,1,5,Lost Customers
IG-15085,Ivan Gibson,72,4,744.57,3,1,1,5,Needs Attention
BB-10990,Barry Blumstein,106,5,744.34,2,2,1,5,Lost Customers
ML-18040,Michelle Lonsdale,80,3,742.08,3,1,1,5,Needs Attention
PH-18790,Patricia Hirasaki,71,1,729.65,3,1,1,5,Needs Attention
BD-11770,Bryan Davis,328,6,658.47,1,3,1,5,At Risk
RC-19960,Ryan Crowe,111,4,652.64,2,2,1,5,Lost Customers
CD-11980,Carol Darley,55,3,639.77,3,1,1,5,Needs Attention
MR-17545,Mathew Reese,126,4,639.18,2,2,1,5,Lost Customers
AJ-10960,Astrea Jones,75,3,629.25,3,1,1,5,Needs Attention
DL-13330,Denise Leinenbach,58,4,585.02,3,1,1,5,Needs Attention
AS-10240,Alan Shonely,193,5,503.97,2,2,1,5,Lost Customers
SS-20590,Sonia Sunley,433,6,418.49,1,3,1,5,At Risk
HJ-14875,Heather Jas,127,5,358.1,2,2,1,5,Lost Customers
RB-19645,Robert Barroso,649,5,221.08,1,3,1,5,At Risk
HH-15010,Hilary Holden,73,2,218.67,3,1,1,5,Needs Attention
AG-10390,Allen Goldenen,115,5,200.95,2,2,1,5,Lost Customers
AG-10765,Anthony Garverick,78,4,170.58,3,1,1,5,Needs Attention
ML-18265,Muhammed Lee,101,2,162.23,3,1,1,5,Needs Attention
PT-19090,Pete Takahito,72,3,158.46,3,1,1,5,Needs Attention
BO-11425,Bobby Odegard,76,2,130.83,3,1,1,5,Needs Attention
EL-13735,Ed Ludwig,78,2,124.28,3,1,1,5,Needs Attention
CH-12070,Cathy Hwang,691,3,1537.24,1,1,2,4,Lost Customers
AG-10525,Andy Gerbode,845,4,1455.04,1,1,2,4,Lost Customers
PK-18910,Paul Knutson,484,2,1441.15,1,1,2,4,Lost Customers
JW-16075,Julia West,462,4,1428.73,1,1,2,4,Lost Customers
PM-18940,Paul MacIntyre,387,3,1405.4,1,1,2,4,Lost Customers
DM-13525,Don Miller,482,3,1376.79,1,1,2,4,Lost Customers
GH-14485,Gene Hale,388,2,1361.24,1,1,2,4,Lost Customers
MG-17695,Maureen Gnade,556,3,1342.28,1,1,2,4,Lost Customers
GR-14560,Georgia Rosenberg,1136,2,1284.38,1,1,2,4,Lost Customers
ER-13855,Elpida Rittenbach,422,3,1245.79,1,1,2,4,Lost Customers
JR-15670,Jim Radford,594,2,1156.66,1,1,2,4,Lost Customers
CG-12520,Claire Gute,339,3,1148.78,1,1,2,4,Lost Customers
PC-19000,Pauline Chand,882,2,1061.49,1,1,2,4,Lost Customers
DP-13165,David Philippe,812,2,1058.62,1,1,2,4,Lost Customers
DH-13675,Duane Huffman,776,4,1043.1,1,1,2,4,Lost Customers
SM-20905,Susan MacKendrick,607,1,1043.04,1,1,2,4,Lost Customers
CS-12490,Cindy Schnelling,425,4,970.11,1,1,2,4,Lost Customers
BS-11800,Bryan Spruell,266,2,949.43,1,1,2,4,Lost Customers
KB-16405,Katrina Bavinger,118,3,908.82,2,1,1,4,Lost Customers
KD-16615,Ken Dana,290,4,907.16,1,2,1,4,Lost Customers
CS-12175,Charles Sheldon,233,5,844.46,1,2,1,4,Lost Customers
BE-11455,Brad Eason,482,5,748.03,1,2,1,4,Lost Customers
